x (Molar Fraction),Molar Volume (cm³/mol),"Shear Velocity (vS, m/s)","Bulk Modulus (B, GPa)",Poisson's Ratio (σ),Density (g/cm³),"Hardness (H, GPa)"
0.037081513,43.69302449,4833.449446,118.7010921,0.259246677,3.594243876,10.86356439
0.042054861,46.27020164,4747.132709,118.4171543,0.292185299,2.949949589,10.81669717
0.044537263,43.23458892,4847.880727,103.9862539,0.250222979,3.708852769,9.201795192
0.044945353,43.93029583,4230.037756,112.9285461,0.263637091,3.534926044,10.73789723
0.043672348,45.72144308,4801.110504,126.8530705,0.300979319,3.087139229,11.53774967
0.028061881,45.50241611,4716.510426,114.441586,0.286907968,3.141895972,10.63815398
0.016458313,46.47115443,4733.678892,100.7601358,0.251672441,2.899711393,8.742324243
0.015037626,44.42184728,4926.5918,122.8224858,0.304908228,3.412038181,10.89697708
0.040743253,45.49912299,4711.620822,115.2400374,0.247014184,3.142719253,10.97246431
0.010802848,44.52539603,4554.933835,106.8999798,0.282293921,3.386150992,8.550239045
0.037799275,46.19641859,4561.647457,110.3528522,0.270541167,2.968395352,9.002930902
0.027821666,43.7712177,4707.703325,116.8813487,0.301621517,3.574695574,10.2594447
0.027107672,43.16834922,4504.99462,113.6556382,0.261628468,3.725412695,10.08804109
0.034473241,45.61341605,4714.340797,106.9164416,0.279503013,3.114145987,9.255415365
0.016147642,44.03909887,4282.205197,110.8238239,0.270457621,3.507725284,9.810264104
0.026541964,45.23388313,4386.845239,109.6239084,0.244054971,3.209029219,9.193888613
0.039515877,45.83045,4504.513371,122.5585747,0.255220353,3.0598875,10.73983478
0.014841,43.64881047,4812.153984,110.7797545,0.250982112,3.605297381,10.08606595
0.043294542,46.34164623,4375.378993,116.9159024,0.295764753,2.932088443,10.43248002
0.017644225,45.07684487,4553.430826,113.7667176,0.285875283,3.248288784,10.68842649
0.041180668,45.90494493,4405.73037,121.163629,0.250440691,3.041263767,10.53888048
0.017413207,43.2330124,4745.856146,108.9185771,0.280594103,3.709246901,8.923886102
0.011127654,43.91295627,4629.612749,96.49309791,0.272481738,3.539260932,8.127904086
0.0382493,46.11482981,4940.242052,102.2542785,0.255038821,2.988792547,8.588835764
0.012153221,45.07244083,4629.035796,114.5770995,0.282489758,3.249389792,10.09836995
0.026030522,46.45018934,4232.932281,109.8213025,0.289783938,2.904952664,8.771341564
0.036010203,42.92742203,4622.540826,123.7984504,0.25633093,3.785644493,11.33960454
0.020324306,44.89433928,4171.237005,108.5104928,0.262857072,3.293915179,8.682300999
0.036631376,45.68567144,4299.461221,109.2136139,0.268065655,3.096082141,9.927372829
0.010728873,43.20828325,4478.776786,113.4545796,0.259551014,3.715429188,10.0181384
0.024007461,45.85446201,4559.385443,116.9240493,0.266652997,3.053884498,9.889005257
0.025402322,45.574921,4276.603297,112.1207173,0.248887,3.123769749,9.3709752
0.015655342,46.50783937,4817.791606,111.3952913,0.297317055,2.890540158,9.570421544
0.031322212,46.50670627,4377.210418,111.3636044,0.28756705,2.890823434,9.47212061
0.042811718,45.85071037,4412.430466,103.5324469,0.304553634,3.054822408,8.848511691
0.011279778,42.99833343,4539.894487,100.7286001,0.26461315,3.767916642,8.592050717
0.033087995,44.37959251,4600.491785,104.2092732,0.288301903,3.422601873,8.219702866
0.037757984,43.12105755,4480.303078,114.7803098,0.291208842,3.737235613,10.40951638
0.020722546,44.21077321,4910.944314,119.8397026,0.292063362,3.464806698,11.85883445
0.032852801,45.17366793,4269.022083,115.6025071,0.288194437,3.224083018,10.74483915
0.020114199,46.33177533,4833.429072,121.4509661,0.265625574,2.934556167,11.29517334
0.043698564,44.62343917,4188.294624,122.480168,0.296876205,3.361640207,10.66718944
0.036676215,45.14937037,4360.71292,120.0985892,0.274740898,3.230157408,10.40381862
0.036772617,44.28050942,4474.821872,120.0414623,0.303972475,3.447372646,11.17903025
0.047354352,44.64644679,4564.406281,111.6472023,0.288962308,3.355888303,10.26625438
0.015933728,44.69084955,4710.045655,120.7598273,0.291966178,3.344787612,11.39409194
0.035008461,46.71828663,4206.492649,122.1313356,0.301482688,2.837928343,10.80844886
0.030923914,45.38247074,4492.074817,115.3756658,0.294504853,3.171882314,10.27605047
0.034230993,43.29708918,4466.967626,109.9121954,0.256691072,3.693227704,8.769229121
0.026735581,43.16732874,4733.554246,106.7476295,0.251560342,3.725667816,8.55676726
0.035497815,46.30216012,4261.885451,103.6381469,0.247966174,2.941959969,8.281957723
0.033407791,45.28343997,4475.272773,104.4285915,0.264422835,3.196640007,8.722845337
0.038738158,44.95202466,4414.13287,108.2422618,0.274427818,3.279493835,9.444588768
0.015180597,45.05035904,4579.204593,123.085445,0.294150003,3.25491024,11.31613024
0.011755998,46.08403176,4650.795352,104.8847735,0.269360297,2.99649206,9.409923226
0.010597999,46.15451315,4329.351586,110.8637859,0.300572823,2.978871712,9.640308172
0.023600175,46.46012177,4751.037258,117.8811985,0.288125234,2.902469557,11.34847157
0.044359222,45.50035974,4586.944208,122.5337177,0.257569298,3.142410065,10.9381161
0.02282651,44.55009153,4407.044164,119.9076071,0.286180643,3.379977117,10.30869736
0.013878627,46.63104802,4850.528268,105.1352472,0.303505811,2.859737994,9.199717392
0.028404105,42.84629035,4679.864164,123.3097383,0.285881002,3.805927413,11.28323326
0.042225952,43.45283227,4398.775822,114.2834135,0.278697118,3.654291932,10.49254048
0.030728229,43.79822369,4539.0294,99.26569375,0.253774865,3.567944078,8.532101942
0.036186027,42.91531158,4474.093027,107.1768878,0.287891147,3.788672105,9.598881269
0.022625094,46.38204399,4483.426155,121.0222014,0.306169439,2.921989002,10.43209922
0.031994743,45.4745931,4795.879946,98.97086846,0.24421873,3.148851725,8.598505227
0.045109976,44.2487213,4531.304863,105.0298075,0.246893966,3.455319674,8.503398668
0.041831707,45.08552924,4153.068813,99.22506779,0.244610477,3.246117689,8.028084607
0.02838531,44.50056293,4722.066284,121.7017681,0.253470347,3.392359267,10.75840822
0.015065485,43.70699993,4592.084902,102.2406961,0.26646496,3.590750017,8.592893439
0.032027622,45.65958743,4568.560272,99.47823697,0.253807869,3.102603143,8.389546749
0.024701377,45.75593651,4267.682001,125.1263758,0.296559779,3.078515873,11.51025327
0.044898513,42.8305091,4438.693566,117.2712895,0.285503386,3.809872724,10.4224797
0.026075488,43.36543072,4837.142161,110.472591,0.261444218,3.67614232,9.264937925
0.02661772,43.88293636,4537.998617,119.9960525,0.249885149,3.546765911,10.98754404
0.03899651,45.88189696,4386.112028,119.1389849,0.261299062,3.047025761,10.56737115
0.0404875,43.58988303,4421.446392,119.1301201,0.287152433,3.620029243,10.75706494
0.036220399,43.61742383,4497.715963,106.9755736,0.294124212,3.613144041,8.796291002
0.016444001,45.91887839,4738.493043,126.4410211,0.277029718,3.037780403,11.49223622
0.028220068,46.48118798,4548.656045,116.8146713,0.263521947,2.897203005,11.17320002
0.015738778,43.56800135,4586.697883,111.51345,0.244468535,3.625499664,9.91499687
0.022487589,44.58941398,4788.259726,111.9841632,0.296381203,3.370146505,9.603481281
0.017163798,43.62924362,4208.69619,109.7817027,0.261420391,3.610189095,10.19491411
0.046430806,45.86892524,4470.222378,109.2436303,0.27227801,3.050268691,9.277146605
0.036810159,45.23925655,4361.119563,107.9266946,0.249581506,3.207685862,9.146865541
0.01204662,44.06389903,4402.633176,112.727508,0.276877781,3.501525243,10.22277633
0.020317665,44.25540676,4578.222657,103.3488229,0.261434828,3.453648309,8.617857792
0.014953841,42.96678561,4479.24739,127.2887412,0.305072858,3.775803597,11.39051797
0.025688712,43.67501228,4526.252817,125.1948953,0.253929277,3.598746931,11.41696626
0.035443842,44.19164713,4298.436755,106.0949099,0.279775839,3.469588217,8.47674303
0.032437519,44.47979052,4652.126606,106.8855133,0.254093491,3.39755237,9.589279124
0.019948571,44.06558327,4149.298815,102.8673638,0.286327333,3.501104181,8.64206026
0.036269467,45.67198765,4560.823408,115.7515225,0.246622735,3.099503087,9.80670532
0.014557811,43.21284842,4652.813298,110.2686191,0.28410427,3.714287894,8.904740748
0.028415447,43.10588752,4507.319871,112.2300654,0.294878564,3.741028119,9.6749772
0.018632841,45.36807971,4651.649032,121.277251,0.254981074,3.175480071,10.89862521
0.024825686,42.93748785,4620.234015,115.9315734,0.251240803,3.783128039,11.00672897
0.036169431,45.99855322,4604.445939,111.4623438,0.299304772,3.017861694,9.99818166
0.028049574,44.62043159,4608.689456,111.088103,0.262431772,3.362392103,9.106688119
0.030637835,46.3025721,4629.750324,101.4974497,0.274963841,2.941856975,8.661096232
0.021996764,45.7157764,4252.135762,105.5048834,0.273880682,3.088555901,9.042950966
0.046737057,44.98815631,4686.528359,121.6153289,0.267531252,3.270460922,11.06613252
0.015714011,43.93430202,4571.655775,127.6434692,0.247688132,3.533924495,11.61246324
0.010888113,45.31047362,4419.921419,112.4444422,0.278432829,3.189881595,9.094415178
0.035369724,44.8824463,4723.918135,107.3228713,0.249552088,3.296888425,8.853651138
0.011299464,44.04739358,4609.481108,106.9600357,0.288436892,3.505651606,8.299936999
0.020780474,43.43991408,4285.256841,107.7022994,0.293658121,3.65752148,9.622218747
0.011007964,46.63186853,4334.612374,121.2415903,0.245274437,2.859532867,10.55295803
0.024312563,45.25413341,4524.577379,116.4563863,0.258175959,3.203966649,11.41526805
0.029835029,45.64892802,4336.655615,112.0584374,0.305072366,3.105267994,9.128831676
0.045527654,46.72295976,4622.212801,104.346518,0.264544126,2.836760059,9.233501709
0.031969067,44.60074649,4671.275905,107.8170077,0.299604414,3.367313378,8.975729058
0.017239078,45.83226233,4857.590205,121.7075383,0.255012753,3.059434418,10.94140562
0.028707248,44.30765966,4957.371481,106.6536013,0.282649814,3.440585085,9.532675883
0.048470499,44.43037043,4716.850811,100.9783789,0.291277517,3.409907393,8.792535459
0.04519351,42.83214209,4284.455822,100.166959,0.302024632,3.809464477,8.556829756
0.023672694,45.14849752,4705.249346,111.2105748,0.245887365,3.230375621,9.61629759
0.021416212,46.75784952,4161.351542,102.7057559,0.29050912,2.828037619,9.118299296
0.01094831,42.83912297,4831.808401,123.2296287,0.30414889,3.807719256,11.78863169
0.016724724,46.37811922,4361.997754,113.456254,0.293019485,2.922970195,9.325355666
0.038994834,45.40336033,4940.888966,111.0641949,0.295867549,3.166659917,9.471234465
0.039635328,44.16131198,4210.563274,115.2935794,0.283848485,3.477172004,10.35739
0.018239201,45.97727365,4581.866057,112.452237,0.282181749,3.023181588,10.52799835
0.023549318,44.05707986,4484.620791,111.0402336,0.276912592,3.503230034,9.258472545
0.030388927,45.4202753,4326.738343,122.201228,0.29206544,3.162431175,10.8000271
0.020747094,43.48548398,4604.585666,108.8379116,0.285326031,3.646129006,9.985607208
0.045037321,42.97026246,4677.876058,123.0580912,0.262901841,3.774934384,11.3539277
0.01733618,46.73424453,4889.036027,110.9129057,0.265109408,2.833938867,9.956846446
0.022035132,45.2155362,4653.685109,99.68694234,0.272578872,3.213615951,8.433118747
0.02944002,46.59115604,4658.223784,119.418774,0.303729407,2.86971099,11.42254326
0.030429892,44.08994119,4584.580959,121.6755658,0.251298241,3.495014702,11.48775808
0.015154795,45.50398759,4310.316727,107.9023537,0.263279665,3.141503103,8.905831627
0.026357089,46.36301825,4424.728681,121.0512012,0.262310392,2.926745437,11.31298664
0.02138699,45.04218446,4664.51661,105.6637197,0.292171168,3.256953885,9.452331223
0.038375553,44.65763513,4484.331061,99.77593554,0.302952908,3.353091217,8.800622539
0.017364053,45.59769477,4520.607873,107.7299045,0.289228629,3.118076309,8.656916243
0.020609141,46.61884905,4527.413368,120.3654719,0.246571666,2.862787738,10.8247625
0.033613908,43.6096283,4731.723319,103.9471429,0.251112246,3.615092925,8.910598033
0.033549261,45.89397244,4639.301156,124.1106095,0.276002621,3.044006889,11.24412343
0.016180833,46.12223228,4367.194374,114.1173944,0.300960895,2.986941929,10.28490228
0.043210008,43.41555443,4713.641101,114.8732616,0.270701577,3.663611392,10.46897881
0.035304876,43.63950221,4164.062954,113.8612733,0.265236566,3.607624447,9.675991373
0.014093287,44.90145451,4563.46574,111.331948,0.287871219,3.292136371,9.374478125
0.04310441,44.88251644,4739.548885,108.1843375,0.271944783,3.296870891,9.880350059
0.034677077,43.45040387,4786.380049,107.2930495,0.286798399,3.654899031,9.252469061
0.011327574,44.61204587,4480.804223,114.5147042,0.262362155,3.364488532,10.37868428
0.033812131,45.81130552,4948.4813,106.2206098,0.301649996,3.064673619,8.542680649
0.049189373,44.62342417,4329.494653,103.6085721,0.301143329,3.361643957,8.670586606
0.039139627,43.78780834,4395.921902,115.6870335,0.264140181,3.570547914,10.67789754
0.035017338,45.66313907,4392.566646,108.6729802,0.280944383,3.101715231,9.54469913
0.023088847,45.37601809,4736.339589,113.9730357,0.288521733,3.173495477,11.01724815
0.040119448,43.40645963,4596.371288,121.4277251,0.285494568,3.665885093,10.52395013
0.0288314,44.02858995,4455.966427,103.3951901,0.302111997,3.510352513,8.578364565
0.022548125,43.89140736,4392.045674,110.7107623,0.29734542,3.54464816,10.28719014
0.045651307,42.89942337,4296.69099,107.7884431,0.278114774,3.792644157,8.832068947
0.021190677,45.42317644,4852.732388,125.4356505,0.295198,3.161705889,11.4341052
0.019902391,46.61814909,4559.192595,107.5101678,0.244275667,2.862962727,8.521269357
0.017097582,42.92660432,4676.273228,101.8876554,0.277777631,3.785848919,8.775152987
0.02956865,45.66222372,4591.649068,110.7190828,0.300166537,3.101944069,9.994832833
0.019200353,45.14378322,4346.606875,105.4480299,0.278211145,3.231554196,8.48664147
0.041610396,44.36048186,4683.252519,106.4225719,0.294115442,3.427379536,9.087437985
0.029640791,44.87804272,4623.515296,113.5726973,0.272757351,3.297989319,9.672069852
0.043397209,45.31878248,4595.781747,110.1282018,0.271465456,3.187804379,9.467953065
0.01919975,46.19892289,4411.979129,100.3867958,0.292083757,2.967769278,8.050235391
0.027017458,46.51934045,4813.268257,98.03039738,0.302841068,2.887664888,8.503468916
0.027134072,44.31303253,4374.972785,104.1596947,0.263484419,3.439241869,9.311790362
0.015399139,45.93661542,4815.916475,114.4572004,0.267349495,3.033346144,10.58655977
0.028088718,44.71393861,4886.135255,104.9280159,0.295979445,3.339015349,8.917959596
0.017866143,45.32161538,4742.138602,120.4643321,0.285312118,3.187096156,10.48429217
0.012608184,44.31266525,4742.920382,108.2351698,0.263797242,3.439333688,9.183132824
0.01684739,44.75493734,4544.027534,116.9608404,0.269293464,3.328765665,9.912095834
0.020351199,43.76419172,4231.859335,98.3431698,0.262225677,3.57645207,8.231501943
0.026725792,43.37793488,4500.052707,104.7228361,0.253131639,3.67301628,8.198870669
0.03198869,46.07412722,4676.940309,111.475973,0.252734611,2.998968195,10.36730656
0.010885378,44.38727915,4526.137887,123.0998117,0.253929274,3.420680213,10.92147717
0.030651332,46.47386898,4646.677522,120.8455993,0.272818476,2.899032756,11.71129859
0.038046794,45.85089363,4356.317427,107.7680279,0.261590335,3.054776593,9.180839613
0.025907377,44.72918129,4371.58744,112.0495072,0.300513591,3.335204677,9.864142171
0.012713482,44.14771048,4338.671885,112.5131877,0.250148509,3.48057238,9.572035521
0.033131206,46.35836004,4440.9591,112.3046495,0.288114777,2.92790999,9.871121885
0.010174383,46.43319101,4212.323296,103.5405982,0.273966803,2.909202247,8.382325223
0.032629798,46.72895676,4427.934127,104.3088052,0.294321958,2.835260809,9.190080436
0.025961413,46.11743584,4425.829193,105.951955,0.266946617,2.988141039,9.413773608
0.036521088,44.8156659,4314.136282,116.674077,0.290455395,3.313583525,11.22295379
0.037666226,43.70382839,4297.552951,103.4445824,0.306507285,3.591542903,8.885099983
0.029251118,44.48381257,4542.804541,104.9308999,0.281105656,3.396546858,8.415675275
0.022409411,44.16529978,4516.989953,112.4482254,0.287116564,3.476175056,9.171552178
0.03014767,44.53181743,4367.897661,114.8005627,0.297058971,3.384545644,9.835386888
0.047562739,45.52962488,4793.980059,115.0909502,0.303281273,3.135093781,11.00362368
0.026243285,43.27774164,4737.229379,114.8837935,0.282299371,3.69806459,10.24525103
0.030225366,43.42409596,4482.962161,108.2851949,0.296031255,3.661476009,10.00928703
0.018122824,44.33388899,4701.427157,115.4110475,0.250447481,3.434027752,9.82257447
0.029042016,46.01930775,4483.02143,98.30749762,0.261729313,3.012673062,8.278808162
0.019866345,43.92292518,4732.457202,125.9463232,0.247346893,3.536768704,11.12116402
0.010898772,45.93957548,4840.953495,119.4860769,0.299565276,3.032606129,11.23871583
0.029812706,43.26259845,4347.492514,113.2229434,0.305796075,3.701850387,10.4655946
0.049873971,46.16407725,4416.819526,101.1623854,0.297907722,2.976480687,8.015973305
0.030270802,43.26521024,4932.124663,108.1563874,0.248810103,3.70119744,9.79044497
0.019615957,45.16332273,4190.130161,106.7069012,0.289533282,3.226669319,9.017302163
0.02551891,46.32400101,4806.183037,113.7973111,0.28506216,2.936499748,9.61265374
0.027106763,43.77039832,4339.403807,114.5294343,0.257263772,3.57490042,10.08245337
0.03464897,45.22342724,4319.498532,106.3716288,0.304342524,3.21164319,9.263880619
0.018923601,43.30817379,4598.35441,106.1008103,0.248751556,3.690456553,9.688670583
0.049661311,42.85629101,4822.92138,115.0670942,0.246113155,3.803427247,10.41185452
0.018141395,44.48550318,4877.012114,118.3628527,0.279786597,3.396124205,11.4348611
0.043037292,46.05211943,4669.800464,101.0392241,0.281808833,3.004470142,8.617153337
0.042125324,46.70690733,4745.505552,98.44057409,0.256778653,2.840773166,8.591889121
0.010026136,44.8209079,4572.357145,120.5631171,0.284293689,3.312273025,11.44379192
0.030736321,44.24938163,4419.699979,97.79300079,0.269891921,3.455154593,7.935573833
0.017574435,44.96422881,4775.809724,111.9492724,0.297862731,3.276442797,10.48641446
0.031817275,44.55481031,4495.60155,111.623056,0.306226955,3.378797423,9.73558508
0.017737414,43.73079536,4494.853546,109.1735356,0.306346496,3.584801159,8.936720149
0.04043963,44.0925567,4801.818963,112.7559148,0.27387012,3.494360825,9.888714799
0.035852397,46.01434615,4444.274204,123.8750739,0.271182205,3.013913463,11.5211904
0.0115823,43.1278478,4297.56962,103.5075225,0.271464851,3.735538051,9.442934037
0.039160287,45.70442078,4505.469689,119.9744285,0.247488478,3.091394806,10.33684945
0.036742906,43.57434816,4237.709063,104.7454665,0.254430515,3.62391296,8.240845543
0.037716809,43.92967486,4315.71835,104.3593904,0.250173282,3.535081286,8.54769222
0.015719667,46.18510829,4721.993569,105.1461617,0.247686656,2.971222927,8.637003739
0.025742213,42.8991069,4393.067347,120.8632929,0.274409789,3.792723274,11.06737007
0.033390272,46.72590871,4525.611603,124.2446835,0.304973063,2.836022822,11.09917133
0.025279202,44.17105463,4208.405219,119.2546659,0.246946253,3.474736342,10.91515021
0.038480318,43.96298978,4292.864742,105.4701359,0.306990087,3.526752555,9.51428902
0.02766136,44.31234945,4475.706394,116.9885443,0.263524743,3.439412637,10.66486224
0.045368259,44.10064983,4428.830215,105.0401711,0.275644672,3.492337543,9.152882336
0.047618343,44.62744872,4515.790363,114.6208816,0.304642514,3.36063782,9.994383576
0.02382784,43.99120948,4605.268115,112.9224643,0.259720909,3.519697629,9.995612215
0.010604427,44.37447329,4611.271237,110.9563376,0.263406793,3.423881678,9.164781565
0.012057033,43.87283933,4880.576256,108.0335825,0.270475014,3.549290168,9.277747027
0.034062155,44.12325363,4632.662861,112.8028576,0.29450511,3.486686592,9.565309356
0.023682777,43.93751586,4785.519133,116.5183433,0.247998764,3.533121035,11.00769725
0.014814543,42.9514527,4640.22922,105.6959841,0.265677053,3.779636824,9.359674298
0.028608224,44.60495404,4312.345693,123.3401846,0.275195563,3.366261491,11.47438166
0.028370608,46.67807178,4527.577217,99.77399865,0.302373654,2.847982054,8.334372206
0.039500334,45.35003411,4491.772261,124.3545391,0.284947483,3.179991471,10.80900927
0.041714177,46.05141639,4621.535906,106.7462633,0.277043258,3.004645902,9.673923698
0.02228351,43.32130166,4840.102845,119.0815641,0.273050069,3.687174586,11.28612722
0.033282805,46.04061909,4356.759837,114.7391361,0.26142772,3.007345227,9.506009809
0.026868837,43.13851309,4444.854609,110.2486822,0.284470574,3.732871727,9.310142456
0.01679034,42.83827909,4279.63991,106.4836844,0.25693014,3.807930229,9.375680809
0.030540715,43.78996802,4328.181587,109.9378321,0.27680899,3.570007994,8.839164584
0.034733852,45.46754405,4332.242374,107.0121464,0.28982718,3.150613988,8.904058136
0.031876621,43.65360394,4848.061793,113.956099,0.299455414,3.604099016,9.841106809
0.014121668,43.80336061,4957.736415,109.1515685,0.283562967,3.566659847,9.938958326
0.016806106,43.44919347,4348.003005,119.3667405,0.279769591,3.655201633,11.38066203
0.015191319,46.48611153,4449.570611,109.6794203,0.245995988,2.895972119,10.38121017
0.031600477,45.26256182,4456.559659,109.9069285,0.282901355,3.201859546,9.892771804
0.049080278,46.14010682,4462.950143,102.4178129,0.304249072,2.982473295,8.903189005
0.023552047,43.11931513,4310.08056,105.027358,0.253512412,3.737671217,7.954641539
0.048560696,46.38954425,4241.368763,105.1244897,0.299412568,2.920113936,9.302882029
0.045993334,43.47662555,4500.398836,116.5392453,0.250803059,3.648343613,9.942981659
0.031849904,42.8562647,4647.724565,119.4007151,0.283033788,3.803433826,11.60603874
0.037054443,43.90222738,4618.853365,126.1351944,0.257556954,3.541943154,11.7289767
0.015233694,44.86461359,4340.39847,96.38722565,0.287432523,3.301346602,7.777078082
0.03000451,45.45912958,4446.766946,108.2872187,0.258729041,3.152717604,9.485170783
0.019117407,46.5010454,4705.823882,119.1614789,0.272214577,2.89223865,11.40897666
0.016276105,44.08422462,4407.81315,112.5826223,0.266942729,3.496443844,9.8241693
0.045496981,43.42256336,4424.085166,116.3551614,0.297449273,3.66185916,9.884886389
0.024731819,46.52300149,4648.332597,123.4698919,0.305641609,2.886749628,11.02974979
0.034198001,46.00751436,4805.150634,123.5555614,0.25031001,3.015621411,11.57575775
0.03315227,46.61438643,4617.834803,101.1873181,0.258198319,2.863903393,8.390340172
0.017691561,46.42937792,4806.273501,103.1030034,0.288293816,2.91015552,9.12577615
0.026710439,42.93319529,4713.966446,103.0757331,0.292495198,3.784201178,8.524736629
0.048240788,45.13127218,4447.537489,108.2944227,0.276643956,3.234681956,9.560468437
0.040723575,42.95229854,4198.968208,115.7303681,0.274855691,3.779425366,10.24136849
0.029483302,46.24723172,4723.687137,125.0482226,0.30006794,2.955692069,11.27199074
0.020200146,46.49068303,4609.376554,108.2890602,0.248254693,2.894829241,9.609595604
0.044582544,46.1500004,4370.446731,98.38182821,0.270712725,2.9799999,8.123537699
0.037563506,45.26774063,4528.562771,109.9480955,0.287764913,3.200564842,8.962218294
0.043928125,43.45953055,4392.931359,113.2273662,0.26153581,3.652617361,9.864138062
0.037694357,45.37957882,4386.880959,105.9948098,0.27178683,3.172605296,9.26355298
0.047259615,46.72219654,4534.057436,105.5096892,0.295036406,2.836950865,9.02636675
0.043673151,45.22726888,4729.735966,103.4566921,0.296568797,3.210682779,8.469929925
0.029561936,46.50626357,4453.747673,107.2437752,0.253342173,2.890934108,8.475971768
0.02985465,44.97661866,4354.052545,97.26480804,0.256796773,3.273345334,8.140658568
0.028033575,43.71549018,4586.191711,122.5750565,0.261081361,3.588627455,11.07829943
0.011756185,44.01678985,4195.689648,98.06757261,0.262542335,3.513302536,8.227495924
0.036703735,46.06665433,4517.076717,110.3296737,0.283508278,3.000836418,9.185919224
0.039304508,46.66565747,4616.987573,109.1713253,0.266630062,2.851085634,8.831224454
0.014298129,43.9940777,4610.876521,104.4158386,0.27874929,3.518980574,8.153621315
0.019362311,42.87123519,4291.559941,106.2198374,0.293236245,3.799691203,8.593206484
0.011146097,43.09333257,4582.593881,118.0011864,0.297418226,3.744166858,10.04486398
0.012329513,45.81941621,4357.77651,108.9573147,0.293631609,3.062645948,9.889533109
0.016467782,43.58664786,4652.39696,108.7379267,0.267825022,3.620838034,8.941407089
0.024741054,44.7695449,4256.870359,115.4442639,0.285685835,3.325113775,10.55342782
0.035541038,45.11260013,4756.202107,125.6262654,0.296408706,3.239349969,11.37781996
0.015546101,43.08987682,4695.478628,118.2574554,0.288391032,3.745030795,10.18257804
0.010948654,46.61136046,4746.306759,113.9683569,0.304433551,2.864659886,10.90314422
0.01543731,42.86458466,4411.809494,123.1052252,0.293530144,3.801353834,10.78689204
0.033912321,43.25508147,4609.882594,103.5601619,0.272524409,3.703729633,8.520380708
0.040109086,42.99518891,4282.259552,99.95770945,0.297852627,3.768702772,8.217048894
0.010079685,44.15629334,4436.586064,100.810793,0.272763914,3.478426666,8.380761497
0.031705785,46.39931679,4471.309202,111.4829311,0.267861871,2.917670803,9.774818833
0.038769808,43.72837086,4509.256931,109.4889281,0.302171634,3.585407286,8.772758639
0.03908227,45.10264339,4774.21103,116.2004584,0.288728344,3.241839152,10.46374716
0.012247043,45.52755849,4755.266663,116.5087965,0.26458357,3.135610378,10.81494168
0.03452465,46.67399693,4424.130891,96.05704421,0.28734653,2.849000768,8.252112065
0.037924677,43.88213372,4491.227056,105.4210736,0.271145279,3.54696657,8.749263341
0.022220972,42.83494986,4138.661957,114.7049213,0.294866474,3.808762534,10.13712206
0.04762717,43.38200622,4716.479888,115.4362063,0.297670936,3.671998445,10.84408487
0.01101791,46.17120509,4171.584073,104.1265399,0.284985602,2.974698726,8.656863624
0.02696888,43.48352058,4598.407436,106.5368637,0.26327462,3.646619854,8.658138627
0.024139099,44.77920195,4924.949095,107.7699356,0.246364485,3.322699513,9.007186036
0.030220832,46.26818728,4570.090625,123.8301743,0.301640149,2.95045318,10.93797261
0.015019452,43.42591004,4776.8108,120.282754,0.247019864,3.66102249,11.9186685
0.013648244,44.40993753,4520.068206,118.895994,0.26526924,3.415015619,10.84868016
0.048647121,44.01644142,4863.915683,121.6905855,0.278531947,3.513389644,10.5606299
0.024523292,44.65627531,4473.683128,119.6610399,0.283982456,3.353431174,11.15971885
0.049887294,45.94474639,4297.613992,114.199105,0.272019427,3.031313403,9.764804727
0.049625709,45.15430478,4720.684959,120.1325959,0.300306129,3.228923804,10.83911677
0.024284846,45.68717167,4400.098193,119.1499956,0.266666553,3.095707083,11.19815214
0.037728382,45.00527438,4419.335598,108.0299599,0.292832874,3.266181406,9.229155569
0.044012708,44.39534922,4423.105937,118.3513123,0.285522186,3.418662696,10.7973294
0.031676038,46.24392067,4432.55538,116.4952809,0.281273164,2.956519834,10.9153747
0.027721348,43.92297828,4218.127834,112.7108858,0.259159852,3.53675543,9.916360986
0.011238232,43.69734137,4602.941088,103.5635402,0.284324543,3.593164657,8.914403606
0.027578615,44.0178652,4482.29912,103.3726053,0.280245798,3.513033701,9.175730911
0.045832629,45.13232346,4573.833507,114.9788467,0.252874545,3.234419134,10.3542401
0.032487552,44.98328943,4657.042458,104.5351184,0.274902546,3.271677644,8.821246977
0.034126084,44.7162573,4370.042423,112.656541,0.280974471,3.338435676,10.18245407
0.019277884,46.35847235,4884.931449,111.8379895,0.273140932,2.927881913,9.6211436
0.043901905,44.55100257,4485.70041,116.0547046,0.254519839,3.379749358,10.58499624
0.021201493,43.23303487,4573.527359,103.2998517,0.282755109,3.709241284,8.999577887
0.036829093,46.6467082,4909.158781,111.5847907,0.264131759,2.85582295,9.431399508
0.037628042,46.20844569,4750.915204,123.5978171,0.296088473,2.965388577,11.52849425
0.032258585,43.99860824,4503.732046,101.9028535,0.244206363,3.51784794,8.563083121
0.031338444,43.81792504,4937.26431,111.3962568,0.300451868,3.563018741,9.097907564
0.015600964,45.63438018,4640.621312,110.5783798,0.270129098,3.108904956,10.23277061
0.039858085,44.24243572,4669.719572,111.8441596,0.251962646,3.456891071,10.16814072
0.044641427,43.7333071,4723.640589,114.1137239,0.245112356,3.584173225,10.413296
0.040430372,46.06170828,4311.795917,101.613422,0.279764811,3.002072931,8.975166777
